food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,servings_unit,unit_serving_energy_kcal
ASC026,Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),asc_manual,1080.7802734375,257.7143249511719,29.101882934570312,8.196501731872559,12.797489166259766,4.101883411407471,2.3298654556274414,triangle,143.6757354736328
ASC027,Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),asc_manual,1020.4463500976562,243.31991577148438,26.92240333557129,7.9185404777526855,12.274420738220215,2.8468668460845947,1.9749356508255005,triangle,141.73385620117188
ASC028,Chicken sandwich,asc_manual,1063.579345703125,253.27267456054688,25.377338409423828,13.124119758605957,11.748669624328613,1.5979398488998413,1.6358798742294312,triangle,147.5313262939453
ASC029,Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),asc_manual,1223.061767578125,291.4269104003906,28.544937133789062,9.528888702392578,16.13761329650879,2.816131591796875,4.029465198516846,triangle,177.04185485839844
ASC030,Rainbow sandwich,asc_manual,1145.565673828125,272.75140380859375,34.263946533203125,7.746617794036865,12.539576530456543,4.045274257659912,2.10280179977417,triangle,130.443359375
ASC031,Club sandwich ,asc_manual,982.352783203125,235.3241729736328,18.508420944213867,7.3101277351379395,15.121536254882812,2.0132575035095215,1.8081934452056885,triangle,206.79112243652344
ASC032,Vegetarian club sandwich,asc_manual,829.6741943359375,198.32925415039062,19.684192657470703,5.451312065124512,11.329170227050781,2.0804224014282227,2.0566515922546387,triangle,164.36537170410156
ASC033,Pin wheel sandwich,asc_manual,1295.399169921875,311.5205993652344,14.004125595092773,8.766905784606934,24.934709548950195,1.4543497562408447,0.928968608379364,triangle,86.83636474609375
ASC034,Carrot apple sandwich (Gajar aur seb ka sandwich),asc_manual,899.8164672851562,214.11184692382812,29.04496192932129,5.297377586364746,9.123984336853027,5.295166969299316,3.656041145324707,triangle,208.22377014160156
ASC035,Salami sandwich,asc_manual,1068.3502197265625,255.5937042236328,21.538450241088867,8.695690155029297,15.509899139404297,1.996363639831543,1.969562292098999,triangle,189.7783203125
ASC036,Vegetable and mayonnaise sandwich,asc_manual,1020.2283935546875,244.2624969482422,23.201412200927734,4.473674774169922,15.398404121398926,2.348879814147949,2.351200580596924,triangle,166.83128356933594
ASC037,Egg and tomato sandwich (Ande aur tamatar ka sandwich),asc_manual,933.2310791015625,222.1063690185547,25.903024673461914,7.655546188354492,10.509202003479004,2.0916805267333984,1.7674790620803833,triangle,132.15328979492188
ASC038,Sweet open sandwich,asc_manual,1026.9322509765625,244.2458038330078,39.24372863769531,4.985423564910889,8.153898239135742,12.230847358703613,2.3566102981567383,triangle,144.1050262451172
ASC039,Mushroom and cheese sandwich (toasted),asc_manual,951.3003540039062,227.4191131591797,21.012937545776367,7.785544395446777,13.008052825927734,2.1066665649414062,2.2843563556671143,triangle,172.2699737548828
